id,text,num_words,first_pos_tag,entity,is_singleton,previous_words,next_words
6044,pertumbuhan\NN ekonomi\NN,2,NN,EVENT,True,"['Indonesia\\NNP', 'tumbuh\\VB', 'pada\\IN', 'triwulan\\NN', 'II\\OD', '2007\\CD', 'sebesar\\JJ', '2,41\\CD', 'persen,\\CD', 'sedangkan\\CC']","['pada\\IN', 'enam\\CD', 'bulan\\NN', 'pertama\\OD', '2007\\CD', 'sebesar\\JJ', '6,13\\CD', 'persen\\CD', 'dan\\CC', 'secara\\IN']"
6045,enam\CD bulan\NN,2,CD,TIME,True,"['triwulan\\NN', 'II\\OD', '2007\\CD', 'sebesar\\JJ', '2,41\\CD', 'persen,\\CD', 'sedangkan\\CC', 'pertumbuhan\\NN', 'ekonomi\\NN', 'pada\\IN']","['pertama\\OD', '2007\\CD', 'sebesar\\JJ', '6,13\\CD', 'persen\\CD', 'dan\\CC', 'secara\\IN', 'year\\FW', 'on\\FW', 'year\\FW']"
6046,"sebesar\JJ 6,13\CD persen\CD",3,JJ,OTHER|NUM,True,"['2,41\\CD', 'persen,\\CD', 'sedangkan\\CC', 'pertumbuhan\\NN', 'ekonomi\\NN', 'pada\\IN', 'enam\\CD', 'bulan\\NN', 'pertama\\OD', '2007\\CD']","['dan\\CC', 'secara\\IN', 'year\\FW', 'on\\FW', 'year\\FW', '6,28\\CD', 'persen.\\CD', 'Deputi\\NNP', 'Bidang\\NNP', 'Analisis\\NNP']"
6047,"6,28\CD persen.\CD",2,CD,NUM|THINGS,True,"['pertama\\OD', '2007\\CD', 'sebesar\\JJ', '6,13\\CD', 'persen\\CD', 'dan\\CC', 'secara\\IN', 'year\\FW', 'on\\FW', 'year\\FW']","['Deputi\\NNP', 'Bidang\\NNP', 'Analisis\\NNP', 'dan\\NNP', 'Neraca\\NNP', 'Statistik\\NNP', 'BPS\\NNP', 'Slamet\\NNP', 'Sutomo\\NNP', 'di\\IN']"
6048,Deputi\NNP Bidang\NNP Analisis\NNP dan\NNP Neraca\NNP Statistik\NNP BPS\NNP Slamet\NNP Sutomo\NNP,9,NNP,EVENT,True,"['sebesar\\JJ', '6,13\\CD', 'persen\\CD', 'dan\\CC', 'secara\\IN', 'year\\FW', 'on\\FW', 'year\\FW', '6,28\\CD', 'persen.\\CD']","['di\\IN', 'Jakarta,\\NNP', 'Rabu,\\NNP', 'mengatakan,\\VB', 'pertumbuhan\\NN', 'tersebut\\PR', 'didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN']"
6049,"Jakarta,\NNP",1,NNP,OTHER,True,"['Deputi\\NNP', 'Bidang\\NNP', 'Analisis\\NNP', 'dan\\NNP', 'Neraca\\NNP', 'Statistik\\NNP', 'BPS\\NNP', 'Slamet\\NNP', 'Sutomo\\NNP', 'di\\IN']","['Rabu,\\NNP', 'mengatakan,\\VB', 'pertumbuhan\\NN', 'tersebut\\PR', 'didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC']"
6050,"Rabu,\NNP",1,NNP,OTHER,True,"['Bidang\\NNP', 'Analisis\\NNP', 'dan\\NNP', 'Neraca\\NNP', 'Statistik\\NNP', 'BPS\\NNP', 'Slamet\\NNP', 'Sutomo\\NNP', 'di\\IN', 'Jakarta,\\NNP']","['mengatakan,\\VB', 'pertumbuhan\\NN', 'tersebut\\PR', 'didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC', 'mencapai\\VB']"
6051,pertumbuhan\NN tersebut\PR,2,NN,OTHER,True,"['dan\\NNP', 'Neraca\\NNP', 'Statistik\\NNP', 'BPS\\NNP', 'Slamet\\NNP', 'Sutomo\\NNP', 'di\\IN', 'Jakarta,\\NNP', 'Rabu,\\NNP', 'mengatakan,\\VB']","['didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC', 'mencapai\\VB', '3,28\\CD', 'persen\\CD', 'pada\\IN']"
6052,laju\NN pertumbuhan\NN ekspor\NN,3,NN,OTHER,True,"['Slamet\\NNP', 'Sutomo\\NNP', 'di\\IN', 'Jakarta,\\NNP', 'Rabu,\\NNP', 'mengatakan,\\VB', 'pertumbuhan\\NN', 'tersebut\\PR', 'didorong\\VB', 'oleh\\IN']","['yang\\SC', 'mencapai\\VB', '3,28\\CD', 'persen\\CD', 'pada\\IN', 'triwulan\\NN', 'kedua\\OD', 'dibanding\\VB', 'triwulan\\NN', 'pertama\\OD']"
6053,"3,28\CD persen\CD",2,CD,NUM,True,"['mengatakan,\\VB', 'pertumbuhan\\NN', 'tersebut\\PR', 'didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC', 'mencapai\\VB']","['pada\\IN', 'triwulan\\NN', 'kedua\\OD', 'dibanding\\VB', 'triwulan\\NN', 'pertama\\OD', 'dan\\CC', 'sebesar\\JJ', '9,79\\CD', 'persen\\CD']"
6054,triwulan\NN kedua\OD,2,NN,OTHER|NUM,True,"['didorong\\VB', 'oleh\\IN', 'laju\\NN', 'pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC', 'mencapai\\VB', '3,28\\CD', 'persen\\CD', 'pada\\IN']","['dibanding\\VB', 'triwulan\\NN', 'pertama\\OD', 'dan\\CC', 'sebesar\\JJ', '9,79\\CD', 'persen\\CD', 'untuk\\IN', 'year\\FW', 'on\\FW']"
6055,triwulan\NN pertama\OD,2,NN,TITLE,True,"['pertumbuhan\\NN', 'ekspor\\NN', 'yang\\SC', 'mencapai\\VB', '3,28\\CD', 'persen\\CD', 'pada\\IN', 'triwulan\\NN', 'kedua\\OD', 'dibanding\\VB']","['dan\\CC', 'sebesar\\JJ', '9,79\\CD', 'persen\\CD', 'untuk\\IN', 'year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN', 'pertumbuhan\\NN']"
6056,"sebesar\JJ 9,79\CD persen\CD",3,JJ,OTHER|NUM,True,"['mencapai\\VB', '3,28\\CD', 'persen\\CD', 'pada\\IN', 'triwulan\\NN', 'kedua\\OD', 'dibanding\\VB', 'triwulan\\NN', 'pertama\\OD', 'dan\\CC']","['untuk\\IN', 'year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN', 'pertumbuhan\\NN', 'seperti\\IN', 'itu,\\PR', 'Produk\\NN', 'Domestik\\JJ']"
6057,pertumbuhan\NN,1,NN,OTHER,True,"['pertama\\OD', 'dan\\CC', 'sebesar\\JJ', '9,79\\CD', 'persen\\CD', 'untuk\\IN', 'year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN']","['seperti\\IN', 'itu,\\PR', 'Produk\\NN', 'Domestik\\JJ', 'Bruto\\NN', 'PDB\\NN', 'atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB']"
6058,"itu,\PR",1,PR,OTHER,True,"['sebesar\\JJ', '9,79\\CD', 'persen\\CD', 'untuk\\IN', 'year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN', 'pertumbuhan\\NN', 'seperti\\IN']","['Produk\\NN', 'Domestik\\JJ', 'Bruto\\NN', 'PDB\\NN', 'atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB', 'pada\\IN', 'triwulan\\NN']"
6059,Produk\NN Domestik\JJ Bruto\NN,3,NN,OTHER|ORGANIZATION,True,"['9,79\\CD', 'persen\\CD', 'untuk\\IN', 'year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN', 'pertumbuhan\\NN', 'seperti\\IN', 'itu,\\PR']","['PDB\\NN', 'atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB', 'pada\\IN', 'triwulan\\NN', 'II\\OD', 'mencapai\\VB', 'Rp\\SYM']"
6060,PDB\NN,1,NN,ORGANIZATION,True,"['year\\FW', 'on\\FW', 'year.\\FW', 'Dengan\\IN', 'pertumbuhan\\NN', 'seperti\\IN', 'itu,\\PR', 'Produk\\NN', 'Domestik\\JJ', 'Bruto\\NN']","['atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB', 'pada\\IN', 'triwulan\\NN', 'II\\OD', 'mencapai\\VB', 'Rp\\SYM', '962,501\\CD']"
6061,triwulan\NN II\OD,2,NN,TIME,True,"['itu,\\PR', 'Produk\\NN', 'Domestik\\JJ', 'Bruto\\NN', 'PDB\\NN', 'atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB', 'pada\\IN']","['mencapai\\VB', 'Rp\\SYM', '962,501\\CD', 'triliun.\\CD', 'Jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'pertumbuhan\\NN', 'pada\\IN', 'triwulan\\NN']"
6062,"Rp\SYM 962,501\CD triliun.\CD",3,SYM,THINGS|NUM,True,"['Bruto\\NN', 'PDB\\NN', 'atas\\IN', 'dasar\\NN', 'harga\\NN', 'berlaku\\VB', 'pada\\IN', 'triwulan\\NN', 'II\\OD', 'mencapai\\VB']","['Jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'pertumbuhan\\NN', 'pada\\IN', 'triwulan\\NN', 'I\\OD', ',kata\\VB', 'nya,\\PRP', 'sektor\\NN']"
6063,pertumbuhan\NN,1,NN,OTHER,True,"['pada\\IN', 'triwulan\\NN', 'II\\OD', 'mencapai\\VB', 'Rp\\SYM', '962,501\\CD', 'triliun.\\CD', 'Jika\\SC', 'dibandingkan\\VB', 'dengan\\IN']","['pada\\IN', 'triwulan\\NN', 'I\\OD', ',kata\\VB', 'nya,\\PRP', 'sektor\\NN', 'yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ']"
6064,triwulan\NN I\OD,2,NN,OTHER,True,"['II\\OD', 'mencapai\\VB', 'Rp\\SYM', '962,501\\CD', 'triliun.\\CD', 'Jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'pertumbuhan\\NN', 'pada\\IN']","[',kata\\VB', 'nya,\\PRP', 'sektor\\NN', 'yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z']"
6065,"nya,\PRP",1,PRP,OTHER,True,"['962,501\\CD', 'triliun.\\CD', 'Jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'pertumbuhan\\NN', 'pada\\IN', 'triwulan\\NN', 'I\\OD', ',kata\\VB']","['sektor\\NN', 'yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', '5,2\\CD']"
6066,pertumbuhan\NN terbesar\JJ,2,NN,OTHER,True,"['dengan\\IN', 'pertumbuhan\\NN', 'pada\\IN', 'triwulan\\NN', 'I\\OD', ',kata\\VB', 'nya,\\PRP', 'sektor\\NN', 'yang\\SC', 'mengalami\\VB']","['adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', '5,2\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z']"
6067,pengangkutan\NN -\Z komunikasi\NN,3,NN,OTHER,True,"['triwulan\\NN', 'I\\OD', ',kata\\VB', 'nya,\\PRP', 'sektor\\NN', 'yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ', 'adalah\\VB']","['5,2\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '4,9\\CD', 'persen\\CD']"
6068,"5,2\CD persen,\CD",2,CD,TIME|OTHER,True,"['nya,\\PRP', 'sektor\\NN', 'yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN']","['listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '4,9\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN']"
6069,listrik\NN -\Z gas\NN -\Z air\NN bersih\NN,6,NN,TIME|OTHER,True,"['yang\\SC', 'mengalami\\VB', 'pertumbuhan\\NN', 'terbesar\\JJ', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', '5,2\\CD', 'persen,\\CD']","['4,9\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '3,7\\CD', 'persen.\\CD']"
6070,"4,9\CD persen\CD",2,CD,NUM,True,"['-\\Z', 'komunikasi\\NN', '5,2\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN']","['dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '3,7\\CD', 'persen.\\CD', 'Sedangkan\\CC', 'jika\\SC']"
6071,perdagangan\NN -\Z hotel\NN restoran\NN,4,NN,OTHER|EVENT,True,"['listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '4,9\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN']","['3,7\\CD', 'persen.\\CD', 'Sedangkan\\CC', 'jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'semester\\NN', 'I\\OD', '2006,\\CD', 'pertumbuhan\\NN']"
6072,"3,7\CD persen.\CD",2,CD,NUM|OTHER,True,"['air\\NN', 'bersih\\NN', '4,9\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN']","['Sedangkan\\CC', 'jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'semester\\NN', 'I\\OD', '2006,\\CD', 'pertumbuhan\\NN', 'tiga\\CD', 'sektor\\NN']"
6073,"semester\NN I\OD 2006,\CD",3,NN,FACILITY,True,"['perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '3,7\\CD', 'persen.\\CD', 'Sedangkan\\CC', 'jika\\SC', 'dibandingkan\\VB', 'dengan\\IN']","['pertumbuhan\\NN', 'tiga\\CD', 'sektor\\NN', 'tersebut\\PR', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', 'tumbuh\\VB', '11,9\\CD']"
6074,tiga\CD sektor\NN,2,CD,FACILITY,True,"['3,7\\CD', 'persen.\\CD', 'Sedangkan\\CC', 'jika\\SC', 'dibandingkan\\VB', 'dengan\\IN', 'semester\\NN', 'I\\OD', '2006,\\CD', 'pertumbuhan\\NN']","['tersebut\\PR', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', 'tumbuh\\VB', '11,9\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z']"
6075,pengangkutan\NN -\Z komunikasi\NN,3,NN,OTHER,True,"['dibandingkan\\VB', 'dengan\\IN', 'semester\\NN', 'I\\OD', '2006,\\CD', 'pertumbuhan\\NN', 'tiga\\CD', 'sektor\\NN', 'tersebut\\PR', 'adalah\\VB']","['tumbuh\\VB', '11,9\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '10,5\\CD']"
6076,"11,9\CD persen,\CD",2,CD,NUM,True,"['2006,\\CD', 'pertumbuhan\\NN', 'tiga\\CD', 'sektor\\NN', 'tersebut\\PR', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', 'tumbuh\\VB']","['listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '10,5\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN']"
6077,listrik\NN -\Z gas\NN -\Z air\NN bersih\NN,6,NN,THINGS|OTHER,True,"['tiga\\CD', 'sektor\\NN', 'tersebut\\PR', 'adalah\\VB', 'pengangkutan\\NN', '-\\Z', 'komunikasi\\NN', 'tumbuh\\VB', '11,9\\CD', 'persen,\\CD']","['10,5\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '8,3\\CD', 'persen.\\CD']"
6078,"10,5\CD persen\CD",2,CD,NUM,True,"['komunikasi\\NN', 'tumbuh\\VB', '11,9\\CD', 'persen,\\CD', 'listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN']","['dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '8,3\\CD', 'persen.\\CD', 'Nilai\\NN', 'ekspor\\NN']"
6079,perdagangan\NN -\Z hotel\NN restoran\NN,4,NN,OTHER|EVENT,True,"['listrik\\NN', '-\\Z', 'gas\\NN', '-\\Z', 'air\\NN', 'bersih\\NN', '10,5\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN']","['8,3\\CD', 'persen.\\CD', 'Nilai\\NN', 'ekspor\\NN', 'Indonesia\\NNP', 'masih\\MD', 'tinggi\\JJ', 'di\\IN', 'pasar\\NN', 'internasional\\JJ']"
6080,"8,3\CD persen.\CD",2,CD,NUM|OTHER,True,"['air\\NN', 'bersih\\NN', '10,5\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN']","['Nilai\\NN', 'ekspor\\NN', 'Indonesia\\NNP', 'masih\\MD', 'tinggi\\JJ', 'di\\IN', 'pasar\\NN', 'internasional\\JJ', 'dan\\CC', 'juga\\RB']"
6081,Nilai\NN ekspor\NN,2,NN,TITLE|PERSON,True,"['10,5\\CD', 'persen\\CD', 'dan\\CC', 'sektor\\NN', 'perdagangan\\NN', '-\\Z', 'hotel\\NN', 'restoran\\NN', '8,3\\CD', 'persen.\\CD']","['Indonesia\\NNP', 'masih\\MD', 'tinggi\\JJ', 'di\\IN', 'pasar\\NN', 'internasional\\JJ', 'dan\\CC', 'juga\\RB', 'karena\\IN', 'membaiknya\\NN']"
6082,pasar\NN internasional\JJ,2,NN,OTHER,True,"['hotel\\NN', 'restoran\\NN', '8,3\\CD', 'persen.\\CD', 'Nilai\\NN', 'ekspor\\NN', 'Indonesia\\NNP', 'masih\\MD', 'tinggi\\JJ', 'di\\IN']","['dan\\CC', 'juga\\RB', 'karena\\IN', 'membaiknya\\NN', 'kinerja,\\NN', 'kata\\VB', 'nya\\PRP', 'Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB']"
6083,"membaiknya\NN kinerja,\NN",2,NN,OTHER,True,"['ekspor\\NN', 'Indonesia\\NNP', 'masih\\MD', 'tinggi\\JJ', 'di\\IN', 'pasar\\NN', 'internasional\\JJ', 'dan\\CC', 'juga\\RB', 'karena\\IN']","['kata\\VB', 'nya\\PRP', 'Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN']"
6084,nya\PRP,1,PRP,OTHER,True,"['tinggi\\JJ', 'di\\IN', 'pasar\\NN', 'internasional\\JJ', 'dan\\CC', 'juga\\RB', 'karena\\IN', 'membaiknya\\NN', 'kinerja,\\NN', 'kata\\VB']","['Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN']"
6085,Kenaikan\NN ekspor\NN,2,NN,PERSON|OTHER,True,"['di\\IN', 'pasar\\NN', 'internasional\\JJ', 'dan\\CC', 'juga\\RB', 'karena\\IN', 'membaiknya\\NN', 'kinerja,\\NN', 'kata\\VB', 'nya\\PRP']","[',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN']"
6086,"nya,\PRP",1,PRP,OTHER,True,"['dan\\CC', 'juga\\RB', 'karena\\IN', 'membaiknya\\NN', 'kinerja,\\NN', 'kata\\VB', 'nya\\PRP', 'Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB']","['dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN']"
6087,"produk\NN nikel,\NN",2,NN,OTHER,True,"['membaiknya\\NN', 'kinerja,\\NN', 'kata\\VB', 'nya\\PRP', 'Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN']","['bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN']"
6088,"bijih\NN kerak,\NN",2,NN,THINGS|OTHER,True,"['kata\\VB', 'nya\\PRP', 'Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN']","['abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN']"
6089,"abu\NN logam,\NN",2,NN,THINGS|OTHER,True,"['Kenaikan\\NN', 'ekspor\\NN', ',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN']","['tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP']"
6090,"tembaga,\NN",1,NN,OTHER,True,"[',jelas\\VB', 'nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN']","['hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB']"
6091,"hasil\NN industri,\NN",2,NN,OTHER,True,"['nya,\\PRP', 'dicatat\\VB', 'oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN']","['bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB', 'belanja\\NN', 'barang\\NN']"
6092,"bahan\NN kimia,\NN",2,NN,THINGS|OTHER,True,"['oleh\\IN', 'produk\\NN', 'nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN']","['kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB']"
6093,"kendaraan\NN otomotif,\JJ",2,NN,THINGS|OTHER,True,"['nikel,\\NN', 'bijih\\NN', 'kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN']","['serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM']"
6094,serat\NN buatan.\NN,2,NN,THINGS|OTHER,True,"['kerak,\\NN', 'abu\\NN', 'logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ']","['Dia\\PRP', 'menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM', '37,04\\CD', 'triliun\\CD']"
6095,Dia\PRP,1,PRP,OTHER,True,"['logam,\\NN', 'tembaga,\\NN', 'hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN']","['menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM', '37,04\\CD', 'triliun\\CD', 'pada\\IN']"
6096,belanja\NN barang\NN pemerintah\NN,3,NN,OTHER|EVENT,True,"['hasil\\NN', 'industri,\\NN', 'bahan\\NN', 'kimia,\\NN', 'kendaraan\\NN', 'otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB']","['meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM', '37,04\\CD', 'triliun\\CD', 'pada\\IN', 'triwulan\\NN', 'II\\OD', '2007\\CD', 'dibanding\\VB']"
6097,"Rp\SYM 37,04\CD triliun\CD",3,SYM,THINGS|NUM,True,"['otomotif,\\JJ', 'serat\\NN', 'buatan.\\NN', 'Dia\\PRP', 'menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB', 'menjadi\\VB']","['pada\\IN', 'triwulan\\NN', 'II\\OD', '2007\\CD', 'dibanding\\VB', 'Rp\\SYM', '34,29\\CD', 'triliun\\CD', 'pada\\IN', 'triwulan\\NN']"
6098,triwulan\NN II\OD 2007\CD,3,NN,OTHER|NUM,True,"['menguraikan,\\VB', 'belanja\\NN', 'barang\\NN', 'pemerintah\\NN', 'meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM', '37,04\\CD', 'triliun\\CD', 'pada\\IN']","['dibanding\\VB', 'Rp\\SYM', '34,29\\CD', 'triliun\\CD', 'pada\\IN', 'triwulan\\NN', 'I\\OD', '2007,\\CD', 'belanja\\NN', 'pegawai\\NN']"
6099,"Rp\SYM 34,29\CD triliun\CD",3,SYM,THINGS|NUM,True,"['meningkat\\VB', 'menjadi\\VB', 'Rp\\SYM', '37,04\\CD', 'triliun\\CD', 'pada\\IN', 'triwulan\\NN', 'II\\OD', '2007\\CD', 'dibanding\\VB']","['pada\\IN', 'triwulan\\NN', 'I\\OD', '2007,\\CD', 'belanja\\NN', 'pegawai\\NN', 'naik\\VB', 'menjadi\\VB', 'Rp\\SYM', '46,83\\CD']"
6100,"triwulan\NN I\OD 2007,\CD",3,NN,OTHER|EVENT,True,"['triliun\\CD', 'pada\\IN', 'triwulan\\NN', 'II\\OD', '2007\\CD', 'dibanding\\VB', 'Rp\\SYM', '34,29\\CD', 'triliun\\CD', 'pada\\IN']","['belanja\\NN', 'pegawai\\NN', 'naik\\VB', 'menjadi\\VB', 'Rp\\SYM', '46,83\\CD', 'triliun\\CD', 'dibandingkan\\VB', 'Rp\\SYM', '35,66\\CD']"
